workerid,language,subjectCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
A2ZPPK5U8M3U2Z,English,focus,yellow,lavender,purple,Player B tied with Player C,none-none-half,none-half-none,15,1,3646,NA
A2ZPPK5U8M3U2Z,English,focus,midnight,seafoam,lavender,Most of the players made shots,none-half-all,all-none-half,14,5,7191,NA
A2ZPPK5U8M3U2Z,English,focus,lavender,seafoam,darkorange,Player B placed second,none-all-all,all-all-none,17,1,5005,NA
A2ZPPK5U8M3U2Z,English,focus,yellow,seafoam,darkorange,Every player hit <b>SOME</b> of his shots,half-all-all,half-all-all,16,3,7303,NA
A2ZPPK5U8M3U2Z,English,focus,grey,seafoam,lavender,Player C placed second,none-none-none,none-none-none,19,1,2828,NA
A2ZPPK5U8M3U2Z,English,focus,darkorange,lightorange,midnight,Most of the players missed shots,none-half-half,half-none-half,18,4,9776,NA
A2ZPPK5U8M3U2Z,English,focus,tan,royalblue,darkorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,7951,yes
A2ZPPK5U8M3U2Z,English,focus,seafoam,lightorange,brown,Player A made none of his baskets,all-none-few,all-none-few,-3,1,12883,yes
A2ZPPK5U8M3U2Z,English,focus,seafoam,pink,darkorange,Player C messed up,all-all-none,all-all-none,-2,6,7312,yes
ACWSGVO8SSAWP,English,only,royalblue,purple,tan,Most of the players missed shots,none-half-all,none-all-half,24,3,4293,NA
ACWSGVO8SSAWP,English,only,purple,darkorange,royalblue,We have a clear winner,half-half-all,all-half-half,25,7,4755,NA
ACWSGVO8SSAWP,English,only,seafoam,lavender,lightblue,Player C shot perfectly,none-half-half,none-half-half,26,1,4126,NA
ACWSGVO8SSAWP,English,only,wheat,midnight,purple,Exactly one player hit all of his shots,half-all-all,all-all-half,27,1,4599,NA
ACWSGVO8SSAWP,English,only,tan,midnight,lightorange,Player A placed second,none-all-all,none-all-all,20,1,4044,NA
ACWSGVO8SSAWP,English,only,brown,lightorange,lavender,Player C placed second,none-half-all,half-all-none,21,1,6621,NA
ACWSGVO8SSAWP,English,only,brown,midnight,seafoam,Player A tied with Player C,all-all-all,all-all-all,22,6,3991,NA
ACWSGVO8SSAWP,English,only,lightorange,purple,wheat,Player A made no shots,half-half-all,all-half-half,23,1,2883,NA
ACWSGVO8SSAWP,English,only,midnight,darkorange,wheat,Player B placed second,none-all-all,none-all-all,28,2,4211,NA
ACWSGVO8SSAWP,English,only,lavender,purple,darkorange,No player hit none of his shots,half-half-all,half-half-all,1,2,16568,NA
ACWSGVO8SSAWP,English,only,brown,wheat,midnight,Player A tied with Player B,none-none-none,none-none-none,0,4,18631,NA
ACWSGVO8SSAWP,English,only,lightorange,brown,grey,Player B made no shots,half-half-half,half-half-half,3,1,6127,NA
ACWSGVO8SSAWP,English,only,midnight,tan,seafoam,Most of the players made shots,none-all-all,all-none-all,2,6,8438,NA
ACWSGVO8SSAWP,English,only,lightorange,darkorange,purple,All the players are tied,half-half-half,half-half-half,5,7,5068,NA
ACWSGVO8SSAWP,English,only,seafoam,purple,wheat,Exactly one player hit none of his shots,none-half-all,none-all-half,4,7,6909,NA
ACWSGVO8SSAWP,English,only,pink,yellow,grey,Every player hit all of his shots,all-all-all,all-all-all,7,7,5115,NA
ACWSGVO8SSAWP,English,only,yellow,lightorange,seafoam,We have a clear loser,none-half-half,half-half-none,6,7,5181,NA
ACWSGVO8SSAWP,English,only,royalblue,lavender,pink,No player hit only some of his shots,none-all-all,all-all-none,9,7,8319,NA
ACWSGVO8SSAWP,English,only,wheat,lavender,brown,Every player hit only some of his shots,none-all-all,none-all-all,8,1,12898,NA
ACWSGVO8SSAWP,English,only,darkorange,purple,lightorange,Someone did better than Player B,half-half-all,all-half-half,11,7,6099,NA
ACWSGVO8SSAWP,English,only,grey,seafoam,wheat,Player B shot perfectly,half-all-all,half-all-all,10,7,5080,NA
ACWSGVO8SSAWP,English,only,pink,grey,yellow,Someone did better than Player A,none-half-half,half-half-none,13,2,10314,NA
ACWSGVO8SSAWP,English,only,lightblue,lavender,seafoam,Player C made no shots,none-none-none,none-none-none,12,6,5632,NA
ACWSGVO8SSAWP,English,only,midnight,grey,purple,Someone did better than Player C,none-none-none,none-none-none,15,1,7594,NA
ACWSGVO8SSAWP,English,only,tan,darkorange,brown,Exactly one player hit only some of his shots,none-all-all,none-all-all,14,2,4196,NA
ACWSGVO8SSAWP,English,only,midnight,lightblue,darkorange,Every player hit none of his shots,all-all-all,all-all-all,17,1,27767,NA
ACWSGVO8SSAWP,English,only,lightblue,midnight,pink,No player hit all of his shots,none-all-all,all-all-none,16,1,3818,NA
ACWSGVO8SSAWP,English,only,royalblue,lavender,seafoam,Player A shot perfectly,none-none-half,half-none-none,19,1,4133,NA
ACWSGVO8SSAWP,English,only,wheat,darkorange,purple,Player B tied with Player C,none-all-all,all-all-none,18,1,21044,NA
ACWSGVO8SSAWP,English,only,wheat,lavender,lightblue,Player A was the star player of the round,most-none-all,most-none-all,-1,2,13825,yes
ACWSGVO8SSAWP,English,only,purple,pink,grey,Player A made none of his baskets,all-none-few,all-none-few,-3,1,20190,yes
ACWSGVO8SSAWP,English,only,lightblue,wheat,yellow,Player C messed up,all-all-none,all-all-none,-2,6,16310,no
ARFV302JOUOF,english,only,midnight,lavender,seafoam,Most of the players missed shots,all-all-all,all-all-all,24,1,3343,NA
ARFV302JOUOF,english,only,purple,midnight,pink,Someone did better than Player C,half-all-all,all-half-all,25,1,4602,NA
ARFV302JOUOF,english,only,midnight,grey,brown,Player B made no shots,none-half-half,half-half-none,26,1,2727,NA
ARFV302JOUOF,english,only,midnight,tan,lavender,Player A shot perfectly,none-none-none,none-none-none,27,1,2628,NA
ARFV302JOUOF,english,only,purple,lightblue,royalblue,Someone did better than Player A,none-none-none,none-none-none,20,1,4469,NA
ARFV302JOUOF,english,only,brown,wheat,yellow,Exactly one player hit only some of his shots,all-all-all,all-all-all,21,1,4289,NA
ARFV302JOUOF,english,only,lavender,tan,royalblue,Player B tied with Player C,none-half-half,half-half-none,22,1,3518,NA
ARFV302JOUOF,english,only,midnight,seafoam,darkorange,Exactly one player hit all of his shots,none-none-all,none-none-all,23,7,6485,NA
ARFV302JOUOF,english,only,seafoam,midnight,lavender,We have a clear winner,none-half-all,all-none-half,28,7,3409,NA
ARFV302JOUOF,english,only,royalblue,pink,tan,Most of the players made shots,none-half-all,all-none-half,1,4,8908,NA
ARFV302JOUOF,english,only,lavender,darkorange,tan,Player B placed second,all-all-all,all-all-all,0,1,9008,NA
ARFV302JOUOF,english,only,tan,royalblue,grey,Player A made no shots,half-half-half,half-half-half,3,1,5612,NA
ARFV302JOUOF,english,only,lavender,lightblue,yellow,Player A tied with Player B,none-none-none,none-none-none,2,7,5740,NA
ARFV302JOUOF,english,only,royalblue,seafoam,brown,Every player hit none of his shots,none-none-half,half-none-none,5,1,4173,NA
ARFV302JOUOF,english,only,darkorange,midnight,grey,Exactly one player hit none of his shots,none-half-half,half-half-none,4,7,5405,NA
ARFV302JOUOF,english,only,grey,brown,tan,Player B shot perfectly,none-none-all,none-none-all,7,1,4323,NA
ARFV302JOUOF,english,only,yellow,grey,midnight,We have a clear loser,none-half-half,half-none-half,6,7,3952,NA
ARFV302JOUOF,english,only,lavender,seafoam,midnight,Someone did better than Player B,none-none-none,none-none-none,9,1,6948,NA
ARFV302JOUOF,english,only,lightorange,midnight,purple,Every player hit all of his shots,half-half-all,half-all-half,8,1,4666,NA
ARFV302JOUOF,english,only,lightblue,royalblue,lightorange,No player hit all of his shots,half-half-half,half-half-half,11,7,3623,NA
ARFV302JOUOF,english,only,darkorange,grey,lightorange,Every player hit only some of his shots,none-none-all,all-none-none,10,1,5293,NA
ARFV302JOUOF,english,only,brown,darkorange,seafoam,Player A tied with Player C,none-half-all,all-half-none,13,1,3498,NA
ARFV302JOUOF,english,only,wheat,lightblue,lightorange,No player hit none of his shots,none-all-all,none-all-all,12,1,8297,NA
ARFV302JOUOF,english,only,lavender,midnight,grey,Player C placed second,none-half-half,half-none-half,15,1,8891,NA
ARFV302JOUOF,english,only,lightorange,yellow,pink,Player C shot perfectly,none-half-all,half-none-all,14,7,4282,NA
ARFV302JOUOF,english,only,pink,darkorange,seafoam,Player C made no shots,none-half-half,none-half-half,17,1,3529,NA
ARFV302JOUOF,english,only,midnight,seafoam,wheat,Player A placed second,none-half-all,all-none-half,16,1,3794,NA
ARFV302JOUOF,english,only,midnight,brown,grey,No player hit only some of his shots,none-none-half,none-half-none,19,1,4363,NA
ARFV302JOUOF,english,only,royalblue,lightorange,lavender,All the players are tied,none-half-all,none-half-all,18,1,3049,NA
ARFV302JOUOF,english,only,lightblue,midnight,brown,Player A was the star player of the round,most-none-all,most-none-all,-1,1,12346,no
ARFV302JOUOF,english,only,brown,lavender,seafoam,Player A made none of his baskets,all-none-few,all-none-few,-3,1,12339,yes
ARFV302JOUOF,english,only,tan,purple,seafoam,Player C messed up,all-all-none,all-all-none,-2,7,8320,yes
A2E1JK9OKUC98E,English,focus,purple,lavender,grey,Every player hit <b>ALL</b> of his shots,half-half-all,half-half-all,24,1,3452,NA
A2E1JK9OKUC98E,English,focus,lightorange,royalblue,seafoam,Player B made no shots,all-all-all,all-all-all,25,1,2191,NA
A2E1JK9OKUC98E,English,focus,darkorange,midnight,royalblue,Player A placed second,none-all-all,none-all-all,26,3,8591,NA
A2E1JK9OKUC98E,English,focus,brown,yellow,midnight,Someone did better than Player A,half-all-all,all-all-half,27,1,6372,NA
A2E1JK9OKUC98E,English,focus,lavender,seafoam,pink,Most of the players made shots,none-half-half,none-half-half,20,7,11435,NA
A2E1JK9OKUC98E,English,focus,lightblue,midnight,seafoam,All the players are tied,none-none-half,none-none-half,21,1,2435,NA
A2E1JK9OKUC98E,English,focus,tan,royalblue,seafoam,Player A tied with Player C,half-half-half,half-half-half,22,7,2956,NA
A2E1JK9OKUC98E,English,focus,wheat,seafoam,lavender,Player A shot perfectly,half-half-all,half-half-all,23,1,2203,NA
A2E1JK9OKUC98E,English,focus,grey,tan,royalblue,Most of the players missed shots,none-half-half,none-half-half,28,7,4597,NA
A2E1JK9OKUC98E,English,focus,darkorange,lightorange,tan,Exactly one player hit <b>NONE</b> of his shots,none-none-half,none-half-none,1,1,5275,NA
A2E1JK9OKUC98E,English,focus,brown,lightorange,yellow,No player hit <b>ALL</b> of his shots,half-half-half,half-half-half,0,7,7627,NA
A2E1JK9OKUC98E,English,focus,wheat,lightblue,tan,Player C made no shots,half-all-all,all-all-half,3,2,6111,NA
A2E1JK9OKUC98E,English,focus,wheat,pink,midnight,Player C shot perfectly,half-half-all,half-all-half,2,2,6687,NA
A2E1JK9OKUC98E,English,focus,wheat,midnight,yellow,We have a clear loser,half-all-all,half-all-all,5,5,9893,NA
A2E1JK9OKUC98E,English,focus,yellow,purple,pink,Every player hit <b>SOME</b> of his shots,none-none-half,none-half-none,4,1,4180,NA
A2E1JK9OKUC98E,English,focus,brown,seafoam,lightorange,Exactly one player hit <b>SOME</b> of his shots,none-none-none,none-none-none,7,1,5314,NA
A2E1JK9OKUC98E,English,focus,royalblue,lavender,darkorange,Someone did better than Player C,all-all-all,all-all-all,6,1,9771,NA
A2E1JK9OKUC98E,English,focus,yellow,lightorange,seafoam,Player A made no shots,none-none-none,none-none-none,9,7,5184,NA
A2E1JK9OKUC98E,English,focus,lightblue,wheat,yellow,Player C placed second,none-none-half,none-half-none,8,2,5459,NA
A2E1JK9OKUC98E,English,focus,darkorange,wheat,purple,Every player hit <b>NONE</b> of his shots,half-half-all,half-all-half,11,1,6243,NA
A2E1JK9OKUC98E,English,focus,seafoam,lavender,tan,Player B shot perfectly,none-none-none,none-none-none,10,1,3826,NA
A2E1JK9OKUC98E,English,focus,royalblue,brown,tan,No player hit <b>NONE</b> of his shots,half-half-all,all-half-half,13,7,11774,NA
A2E1JK9OKUC98E,English,focus,royalblue,grey,tan,Exactly one player hit <b>ALL</b> of his shots,none-none-all,all-none-none,12,7,4155,NA
A2E1JK9OKUC98E,English,focus,tan,midnight,purple,Player A tied with Player B,none-none-all,none-all-none,15,1,4531,NA
A2E1JK9OKUC98E,English,focus,royalblue,lightblue,midnight,We have a clear winner,all-all-all,all-all-all,14,1,2634,NA
A2E1JK9OKUC98E,English,focus,darkorange,yellow,seafoam,Player B tied with Player C,all-all-all,all-all-all,17,7,3839,NA
A2E1JK9OKUC98E,English,focus,lightblue,brown,darkorange,Someone did better than Player B,half-half-all,half-all-half,16,1,4227,NA
A2E1JK9OKUC98E,English,focus,lightblue,lightorange,seafoam,Player B placed second,none-none-none,none-none-none,19,1,7889,NA
A2E1JK9OKUC98E,English,focus,tan,midnight,lavender,No player hit <b>SOME</b> of his shots,none-none-all,none-all-none,18,1,9579,NA
A2E1JK9OKUC98E,English,focus,seafoam,midnight,lightblue,Player A was the star player of the round,most-none-all,most-none-all,-1,2,13373,yes
A2E1JK9OKUC98E,English,focus,lightblue,darkorange,yellow,Player A made none of his baskets,all-none-few,all-none-few,-3,1,11094,yes
A2E1JK9OKUC98E,English,focus,yellow,purple,royalblue,Player C messed up,all-all-none,all-all-none,-2,7,5307,yes
A73ITJ4GZGQBI,english,only,grey,wheat,seafoam,Player C shot perfectly,none-none-half,none-half-none,24,1,3048,NA
A73ITJ4GZGQBI,english,only,darkorange,grey,lightblue,No player hit none of his shots,none-none-half,none-none-half,25,1,3570,NA
A73ITJ4GZGQBI,english,only,royalblue,pink,purple,No player hit all of his shots,half-all-all,all-half-all,26,1,7311,NA
A73ITJ4GZGQBI,english,only,royalblue,seafoam,midnight,Exactly one player hit none of his shots,all-all-all,all-all-all,27,1,4971,NA
A73ITJ4GZGQBI,english,only,lavender,grey,pink,All the players are tied,none-none-all,none-all-none,20,1,2611,NA
A73ITJ4GZGQBI,english,only,lavender,lightorange,midnight,Every player hit all of his shots,none-half-all,half-all-none,21,1,6728,NA
A73ITJ4GZGQBI,english,only,seafoam,royalblue,lightblue,Exactly one player hit all of his shots,half-half-all,half-all-half,22,7,4188,NA
A73ITJ4GZGQBI,english,only,tan,purple,yellow,Player B shot perfectly,none-half-all,none-half-all,23,1,3112,NA
A73ITJ4GZGQBI,english,only,lightblue,purple,darkorange,We have a clear winner,half-all-all,all-half-all,28,7,2662,NA
A73ITJ4GZGQBI,english,only,midnight,yellow,lightblue,Player B tied with Player C,half-all-all,half-all-all,1,7,4719,NA
A73ITJ4GZGQBI,english,only,darkorange,lightorange,brown,Most of the players missed shots,all-all-all,all-all-all,0,1,6258,NA
A73ITJ4GZGQBI,english,only,lightorange,darkorange,midnight,Player B made no shots,none-none-all,all-none-none,3,7,5346,NA
A73ITJ4GZGQBI,english,only,royalblue,lavender,midnight,Player C placed second,none-none-none,none-none-none,2,1,6524,NA
A73ITJ4GZGQBI,english,only,brown,seafoam,purple,Player A made no shots,none-none-half,none-none-half,5,7,4165,NA
A73ITJ4GZGQBI,english,only,brown,lightorange,purple,Player A placed second,none-all-all,all-all-none,4,1,7831,NA
A73ITJ4GZGQBI,english,only,pink,midnight,yellow,Someone did better than Player A,none-all-all,none-all-all,7,7,8041,NA
A73ITJ4GZGQBI,english,only,purple,royalblue,seafoam,Every player hit none of his shots,none-all-all,all-all-none,6,1,5366,NA
A73ITJ4GZGQBI,english,only,tan,midnight,wheat,Player C made no shots,half-half-half,half-half-half,9,1,3816,NA
A73ITJ4GZGQBI,english,only,wheat,pink,royalblue,Exactly one player hit only some of his shots,all-all-all,all-all-all,8,1,5362,NA
A73ITJ4GZGQBI,english,only,wheat,grey,brown,Someone did better than Player B,half-half-half,half-half-half,11,1,4819,NA
A73ITJ4GZGQBI,english,only,pink,lightorange,yellow,Most of the players made shots,none-none-none,none-none-none,10,1,5057,NA
A73ITJ4GZGQBI,english,only,grey,lightblue,royalblue,We have a clear loser,none-none-none,none-none-none,13,7,4632,NA
A73ITJ4GZGQBI,english,only,pink,yellow,royalblue,Someone did better than Player C,all-all-all,all-all-all,12,1,8601,NA
A73ITJ4GZGQBI,english,only,lavender,brown,purple,Player A tied with Player B,half-half-half,half-half-half,15,7,4430,NA
A73ITJ4GZGQBI,english,only,lightorange,yellow,midnight,Player B placed second,none-none-half,half-none-none,14,1,5091,NA
A73ITJ4GZGQBI,english,only,royalblue,midnight,pink,Player A shot perfectly,none-all-all,all-none-all,17,7,4340,NA
A73ITJ4GZGQBI,english,only,brown,lavender,midnight,No player hit only some of his shots,none-half-all,all-half-none,16,1,4241,NA
A73ITJ4GZGQBI,english,only,grey,wheat,royalblue,Player A tied with Player C,none-none-all,all-none-none,19,1,4516,NA
A73ITJ4GZGQBI,english,only,seafoam,lightorange,tan,Every player hit only some of his shots,half-half-all,half-all-half,18,1,5414,NA
A73ITJ4GZGQBI,english,only,lightorange,lightblue,purple,Player A was the star player of the round,most-none-all,most-none-all,-1,1,18383,no
A73ITJ4GZGQBI,english,only,lavender,brown,tan,Player A made none of his baskets,all-none-few,all-none-few,-3,1,147899,no
A73ITJ4GZGQBI,english,only,lightorange,grey,seafoam,Player C messed up,all-all-none,all-all-none,-2,7,7809,yes
A1SE65F2EN67HH,English,only,yellow,pink,grey,Exactly one player hit only some of his shots,half-half-all,half-all-half,24,1,7230,NA
A1SE65F2EN67HH,English,only,yellow,tan,lightblue,Player C placed second,all-all-all,all-all-all,25,1,5966,NA
A1SE65F2EN67HH,English,only,midnight,yellow,purple,Player A made no shots,none-half-half,half-half-none,26,1,2592,NA
A1SE65F2EN67HH,English,only,purple,darkorange,pink,All the players are tied,half-all-all,half-all-all,27,1,2391,NA
A1SE65F2EN67HH,English,only,royalblue,seafoam,purple,Exactly one player hit none of his shots,all-all-all,all-all-all,20,1,3807,NA
A1SE65F2EN67HH,English,only,seafoam,purple,yellow,Someone did better than Player C,none-none-all,none-none-all,21,1,3782,NA
A1SE65F2EN67HH,English,only,lavender,lightorange,brown,No player hit only some of his shots,none-all-all,none-all-all,22,5,4896,NA
A1SE65F2EN67HH,English,only,seafoam,tan,wheat,Player A tied with Player B,none-half-half,none-half-half,23,1,5055,NA
A1SE65F2EN67HH,English,only,tan,seafoam,pink,Every player hit none of his shots,half-all-all,half-all-all,28,1,5686,NA
A1SE65F2EN67HH,English,only,lightblue,brown,grey,Player B placed second,none-none-all,none-all-none,1,1,7781,NA
A1SE65F2EN67HH,English,only,tan,darkorange,wheat,Most of the players missed shots,none-none-half,none-half-none,0,6,6141,NA
A1SE65F2EN67HH,English,only,midnight,darkorange,royalblue,We have a clear winner,none-all-all,all-all-none,3,1,5278,NA
A1SE65F2EN67HH,English,only,midnight,lightorange,purple,Most of the players made shots,half-half-all,half-all-half,2,6,6071,NA
